# 4x4x3 supercell for harmonic, 4x4x3 supercell for cubic ifcs
# 53x53x33 k points for kappa
# cubic ifcs up to 15NN shell trained with ordinary least squares by 200 configurations.
# Temperature = 300 K
"Frequency (THz)" "kappa spec xx (W/mK/THz)" "kappa spec yy (W/mK/THz)" "kappa spec zz (W/mK/THz)" "cumulative kappa xx (W/mK)" "cumulative kappa yy (W/mK)" "cumulative kappa zz (W/mK)"
23.38381 0.58314 0.58314 0.57733 280.97894 280.97894 262.75415
23.41379 0.57336 0.57336 0.57180 280.99613 280.99613 262.77129
23.44377 0.56382 0.56382 0.56599 281.01303 281.01303 262.78826
23.47375 0.55442 0.55442 0.56005 281.02965 281.02965 262.80505
23.50373 0.54468 0.54468 0.55315 281.04598 281.04598 262.82164
23.53371 0.53494 0.53494 0.54591 281.06202 281.06202 262.83800
23.56369 0.52523 0.52523 0.53847 281.07776 281.07776 262.85414
23.59367 0.51569 0.51569 0.53127 281.09322 281.09322 262.87007
23.62365 0.50625 0.50625 0.52420 281.10840 281.10840 262.88579
23.65362 0.49651 0.49651 0.51649 281.12328 281.12329 262.90127
23.68360 0.48694 0.48694 0.50892 281.13788 281.13788 262.91653
23.71358 0.47740 0.47740 0.50148 281.15219 281.15220 262.93156
23.74356 0.46782 0.46782 0.49381 281.16622 281.16622 262.94637
23.77354 0.45828 0.45828 0.48520 281.17996 281.17996 262.96091
23.80352 0.44854 0.44854 0.47596 281.19341 281.19341 262.97518
23.83350 0.43890 0.43890 0.46696 281.20656 281.20656 262.98918
23.86348 0.42923 0.42923 0.45745 281.21943 281.21943 263.00289
23.89346 0.41966 0.41966 0.44768 281.23201 281.23201 263.01631
23.92344 0.41028 0.41028 0.43867 281.24431 281.24431 263.02947
23.95342 0.40084 0.40084 0.42966 281.25633 281.25633 263.04235
23.98340 0.39134 0.39134 0.41879 281.26806 281.26806 263.05490
24.01338 0.38196 0.38196 0.40922 281.27951 281.27951 263.06717
24.04336 0.37272 0.37272 0.40034 281.29069 281.29069 263.07917
24.07333 0.36325 0.36325 0.38974 281.30158 281.30158 263.09086
24.10331 0.35404 0.35404 0.38140 281.31219 281.31219 263.10229
24.13329 0.34487 0.34487 0.37189 281.32253 281.32253 263.11344
24.16327 0.33563 0.33563 0.36358 281.33259 281.33259 263.12434
24.19325 0.32646 0.32646 0.35218 281.34238 281.34238 263.13490
24.22323 0.31762 0.31762 0.34447 281.35190 281.35190 263.14522
24.25321 0.30875 0.30875 0.33607 281.36116 281.36116 263.15530
24.28319 0.30001 0.30001 0.32763 281.37015 281.37015 263.16512
24.31317 0.29143 0.29143 0.32116 281.37889 281.37889 263.17475
24.34315 0.28270 0.28270 0.31842 281.38736 281.38736 263.18429
24.37313 0.27409 0.27409 0.22596 281.39558 281.39558 263.19107
24.40311 0.26558 0.26558 0.23246 281.40354 281.40354 263.19804
24.43309 0.25714 0.25714 0.24017 281.41125 281.41125 263.20524
24.46306 0.24881 0.24881 0.25201 281.41871 281.41871 263.21279
24.49304 0.24060 0.24060 0.26765 281.42592 281.42592 263.22082
24.52302 0.23249 0.23249 0.29487 281.43289 281.43289 263.22966
24.55300 0.22459 0.22459 0.24047 281.43963 281.43963 263.23687
24.58298 0.21668 0.21668 0.23183 281.44612 281.44612 263.24382
24.61296 0.20898 0.20898 0.22342 281.45239 281.45239 263.25051
24.64294 0.20147 0.20147 0.21528 281.45843 281.45843 263.25697
24.67292 0.19417 0.19417 0.20744 281.46425 281.46425 263.26319
24.70290 0.18706 0.18706 0.19990 281.46986 281.46986 263.26918
24.73288 0.18019 0.18019 0.19323 281.47526 281.47526 263.27497
24.76286 0.17355 0.17355 0.18556 281.48046 281.48046 263.28054
24.79284 0.16692 0.16692 0.17816 281.48546 281.48547 263.28588
24.82282 0.16041 0.16041 0.17102 281.49027 281.49027 263.29100
24.85279 0.15407 0.15407 0.16408 281.49489 281.49489 263.29592
24.88277 0.14794 0.14794 0.15748 281.49933 281.49933 263.30064
24.91275 0.14200 0.14200 0.15167 281.50358 281.50359 263.30519
24.94273 0.13629 0.13629 0.14480 281.50767 281.50767 263.30953
24.97271 0.13082 0.13082 0.13823 281.51159 281.51159 263.31368
25.00269 0.12532 0.12532 0.13199 281.51535 281.51535 263.31763
25.03267 0.12002 0.12002 0.12609 281.51895 281.51895 263.32141
25.06265 0.11491 0.11491 0.12065 281.52239 281.52239 263.32503
25.09263 0.11001 0.11001 0.11585 281.52569 281.52569 263.32850
25.12261 0.10531 0.10531 0.11038 281.52885 281.52885 263.33181
25.15259 0.10077 0.10077 0.10517 281.53187 281.53187 263.33496
25.18257 0.09633 0.09633 0.10017 281.53476 281.53476 263.33797
25.21255 0.09183 0.09183 0.09543 281.53751 281.53751 263.34083
25.24252 0.08749 0.08749 0.09163 281.54013 281.54013 263.34358
25.27250 0.08332 0.08332 0.08696 281.54263 281.54263 263.34618
25.30248 0.07929 0.07929 0.08252 281.54501 281.54501 263.34866
25.33246 0.07542 0.07542 0.07829 281.54727 281.54727 263.35100
25.36244 0.07172 0.07172 0.07438 281.54942 281.54942 263.35323
25.39242 0.06791 0.06791 0.07125 281.55145 281.55146 263.35537
25.42240 0.06424 0.06424 0.06735 281.55338 281.55338 263.35739
25.45238 0.06071 0.06071 0.06368 281.55520 281.55520 263.35930
25.48236 0.05737 0.05737 0.06021 281.55692 281.55692 263.36110
25.51234 0.05417 0.05417 0.05704 281.55854 281.55855 263.36281
25.54232 0.05114 0.05114 0.05440 281.56008 281.56008 263.36444
25.57230 0.04807 0.04807 0.05130 281.56152 281.56152 263.36598
25.60228 0.04510 0.04510 0.04843 281.56287 281.56287 263.36743
25.63226 0.04230 0.04230 0.04573 281.56414 281.56414 263.36880
25.66223 0.03966 0.03966 0.04326 281.56533 281.56533 263.37010
25.69221 0.03716 0.03716 0.04103 281.56644 281.56644 263.37133
25.72219 0.03486 0.03486 0.03859 281.56749 281.56749 263.37249
25.75217 0.03246 0.03246 0.03629 281.56846 281.56846 263.37358
25.78215 0.03022 0.03022 0.03419 281.56937 281.56937 263.37460
25.81213 0.02809 0.02809 0.03229 281.57021 281.57021 263.37557
25.84211 0.02612 0.02612 0.03035 281.57099 281.57099 263.37648
25.87209 0.02428 0.02428 0.02849 281.57172 281.57172 263.37733
25.90207 0.02248 0.02248 0.02675 281.57239 281.57239 263.37814
25.93205 0.02071 0.02071 0.02512 281.57301 281.57301 263.37889
25.96203 0.01905 0.01905 0.02358 281.57358 281.57359 263.37960
25.99201 0.01755 0.01755 0.02202 281.57411 281.57411 263.38026
26.02199 0.01611 0.01611 0.02055 281.57459 281.57459 263.38087
26.05196 0.01478 0.01478 0.01918 281.57504 281.57504 263.38145
26.08194 0.01348 0.01348 0.01801 281.57544 281.57544 263.38199
26.11192 0.01228 0.01228 0.01678 281.57581 281.57581 263.38249
26.14190 0.01121 0.01121 0.01571 281.57614 281.57615 263.38296
26.17188 0.01021 0.01021 0.01478 281.57645 281.57645 263.38340
26.20186 0.00924 0.00924 0.01398 281.57673 281.57673 263.38382
26.23184 0.00834 0.00834 0.01314 281.57698 281.57698 263.38422
26.26182 0.00754 0.00754 0.01234 281.57720 281.57720 263.38459
26.29180 0.00677 0.00677 0.01164 281.57741 281.57741 263.38494
26.32178 0.00604 0.00604 0.01104 281.57759 281.57759 263.38527
26.35176 0.00537 0.00537 0.01044 281.57775 281.57775 263.38558
26.38174 0.00474 0.00474 0.00977 281.57789 281.57789 263.38587
26.41172 0.00420 0.00420 0.00917 281.57802 281.57802 263.38615
26.44169 0.00367 0.00367 0.00867 281.57813 281.57813 263.38641
26.47167 0.00317 0.00317 0.00831 281.57822 281.57822 263.38666
26.50165 0.00274 0.00274 0.00751 281.57830 281.57830 263.38688
26.53163 0.00233 0.00233 0.00690 281.57837 281.57837 263.38709
26.56161 0.00193 0.00193 0.00640 281.57843 281.57843 263.38728
26.59159 0.00163 0.00163 0.00627 281.57848 281.57848 263.38747
26.62157 0.00133 0.00133 0.00540 281.57852 281.57852 263.38763
26.65155 0.00107 0.00107 0.00454 281.57855 281.57855 263.38777
26.68153 0.00083 0.00083 0.00390 281.57858 281.57858 263.38788
26.71151 0.00060 0.00060 0.00360 281.57860 281.57860 263.38799
26.74149 0.00040 0.00040 0.00324 281.57861 281.57861 263.38809
26.77147 0.00023 0.00023 0.00147 281.57861 281.57862 263.38813
26.80145 0.00010 0.00010 0.00050 281.57862 281.57862 263.38815
26.83142 0.00003 0.00003 0.00010 281.57862 281.57862 263.38815
26.86140 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
26.89138 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
26.92136 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
26.95134 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
26.98132 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
27.01130 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
27.04128 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
27.07126 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
27.10124 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
27.13122 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
27.16120 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
27.19118 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
27.22116 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
27.25113 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
27.28111 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
27.31109 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
27.34107 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
27.37105 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
27.40103 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
27.43101 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
27.46099 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
27.49097 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
27.52095 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
27.55093 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
27.58091 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
27.61089 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
27.64086 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
27.67084 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
27.70082 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
27.73080 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
27.76078 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
27.79076 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
27.82074 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
27.85072 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
27.88070 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
27.91068 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
27.94066 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
27.97064 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
28.00062 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
28.03059 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
28.06057 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
28.09055 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
28.12053 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
28.15051 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
28.18049 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
28.21047 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
28.24045 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
28.27043 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
28.30041 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
28.33039 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
28.36037 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
28.39035 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
28.42033 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
28.45030 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
28.48028 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
28.51026 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
28.54024 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
28.57022 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
28.60020 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
28.63018 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
28.66016 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
28.69014 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
28.72012 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
28.75010 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
28.78008 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
28.81006 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
28.84003 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
28.87001 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
28.89999 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
28.92997 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
28.95995 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
28.98993 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
29.01991 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
29.04989 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
29.07987 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
29.10985 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
29.13983 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
29.16981 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
29.19979 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
29.22976 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
29.25974 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
29.28972 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
29.31970 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
29.34968 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
29.37966 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
29.40964 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
29.43962 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
29.46960 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
29.49958 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
29.52956 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
29.55954 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
29.58952 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
29.61949 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
29.64947 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
29.67945 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
29.70943 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
29.73941 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
29.76939 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
29.79937 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
29.82935 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
29.85933 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
29.88931 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
29.91929 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
29.94927 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
29.97925 0.00000 0.00000 0.00000 281.57862 281.57862 263.38815
