f(THz)          MFP(nm)         kappa(W/m-K)
3.006870E+00    1.043990E+01    2.612650E-04
5.553360E+00    2.400200E+00    1.140226E-04
6.350550E+00    6.472840E+00    4.424683E-04
7.893660E+00    2.608470E-01    1.288238E-06
8.058660E+00    1.371920E+00    2.349845E-05
2.732526E+00    1.978260E+01    9.797712E-04
3.038970E+00    6.826990E+00    1.112746E-04
5.609460E+00    1.572240E+00    5.605824E-05
6.266520E+00    4.170120E+00    2.278349E-04
7.887270E+00    1.792600E-01    6.195408E-07
8.059650E+00    1.334470E+00    2.243568E-05
2.736066E+00    1.962390E+01    9.520368E-04
3.055920E+00    4.880600E+00    5.639376E-05
5.639700E+00    8.569560E-01    1.818850E-05
6.217740E+00    2.631130E+00    1.003819E-04
7.883880E+00    1.435310E-01    4.005034E-07
8.061510E+00    1.333680E+00    2.242210E-05
2.737353E+00    1.938640E+01    9.212160E-04
3.057510E+00    6.107740E+00    8.793600E-05
5.630460E+00    1.052850E+00    2.724077E-05
6.218610E+00    2.626540E+00    1.007942E-04
7.883490E+00    1.758160E-01    5.976672E-07
8.064360E+00    1.360950E+00    2.330309E-05
2.735988E+00    1.915110E+01    8.929728E-04
3.043980E+00    9.295370E+00    2.041906E-04
5.583870E+00    1.864410E+00    7.628544E-05
6.267390E+00    4.111480E+00    2.211998E-04
7.886220E+00    2.446930E-01    1.173749E-06
8.068080E+00    1.424210E+00    2.517403E-05
2.731545E+00    1.878790E+01    8.599296E-04
3.015960E+00    1.314690E+01    4.097381E-04
5.515200E+00    2.651510E+00    1.341859E-04
6.348480E+00    6.427530E+00    4.269509E-04
7.892280E+00    3.355290E-01    2.179603E-06
8.072460E+00    1.500380E+00    2.756472E-05
2.723139E+00    1.869740E+01    8.365152E-04
2.975079E+00    1.725510E+01    7.036080E-04
5.437680E+00    3.408750E+00    1.927766E-04
6.448020E+00    8.967420E+00    6.669744E-04
7.901850E+00    4.319530E-01    3.597192E-06
8.077080E+00    1.560690E+00    2.983522E-05
2.708427E+00    1.835460E+01    7.950096E-04
2.924709E+00    2.060060E+01    1.016179E-03
5.358600E+00    4.272570E+00    2.616259E-04
6.557460E+00    1.161220E+01    9.180768E-04
7.914960E+00    5.606100E-01    5.721168E-06
8.081580E+00    1.605290E+00    3.184066E-05
2.681868E+00    1.818500E+01    3.828504E-04
2.871789E+00    2.218440E+01    5.986128E-04
5.281410E+00    5.134880E+00    1.687238E-04
6.671670E+00    1.565780E+01    6.377808E-04
7.931370E+00    7.064650E-01    4.245600E-06
8.085840E+00    1.634900E+00    1.671672E-05
2.731908E+00    1.357530E+01    2.215654E-04
2.767146E+00    2.087580E+01    6.042624E-04
5.413050E+00    4.956050E+00    1.822423E-04
6.703830E+00    1.855620E+01    7.931352E-04
7.931580E+00    5.458060E-01    2.530632E-06
8.028390E+00    1.425100E+00    1.279591E-05
2.749023E+00    2.083310E+01    1.090430E-03
2.843367E+00    2.124260E+01    1.191667E-03
5.473470E+00    4.157820E+00    2.813045E-04
6.582510E+00    1.245440E+01    1.048426E-03
7.917930E+00    4.493080E-01    3.496440E-06
8.027580E+00    1.383200E+00    2.397595E-05
2.756772E+00    2.142360E+01    1.168406E-03
2.919003E+00    1.824570E+01    8.522208E-04
5.533290E+00    3.392840E+00    2.072741E-04
6.463470E+00    9.517420E+00    7.686048E-04
7.905510E+00    3.443760E-01    2.194555E-06
8.028180E+00    1.345180E+00    2.263685E-05
2.764050E+00    2.118990E+01    1.145654E-03
2.982126E+00    1.457580E+01    5.230896E-04
5.590980E+00    2.632520E+00    1.413072E-04
6.351480E+00    7.005300E+00    5.204640E-04
7.895190E+00    2.700930E-01    1.360699E-06
8.029800E+00    1.314120E+00    2.170584E-05
2.770692E+00    2.071120E+01    1.092624E-03
3.030090E+00    1.025120E+01    2.530008E-04
5.641770E+00    1.892550E+00    8.407680E-05
6.254280E+00    4.635570E+00    2.926598E-04
7.887300E+00    2.074910E-01    8.211024E-07
8.032560E+00    1.300360E+00    2.142350E-05
2.775909E+00    2.013770E+01    1.029187E-03
3.061260E+00    6.324110E+00    9.441264E-05
5.674950E+00    1.300950E+00    4.283069E-05
6.185190E+00    3.029170E+00    1.400482E-04
7.881990E+00    1.857810E-01    6.391440E-07
8.036580E+00    1.305090E+00    2.182805E-05
2.778828E+00    1.958700E+01    9.675552E-04
3.074760E+00    5.651600E+00    7.271184E-05
5.674920E+00    1.162190E+00    3.477898E-05
6.161760E+00    2.131050E+00    7.468224E-05
7.879440E+00    2.052130E-01    7.611216E-07
8.041980E+00    1.366050E+00    2.352403E-05
2.778582E+00    1.929220E+01    9.219456E-04
3.070560E+00    9.159210E+00    1.918238E-04
5.636730E+00    1.650910E+00    6.691872E-05
6.190020E+00    2.928050E+00    1.334544E-04
7.879860E+00    2.496480E-01    1.147646E-06
8.048610E+00    1.440270E+00    2.571965E-05
2.774109E+00    1.862760E+01    8.627616E-04
3.049650E+00    1.364750E+01    4.321411E-04
5.574030E+00    2.295280E+00    1.125648E-04
6.256650E+00    4.346250E+00    2.575430E-04
7.883520E+00    2.950820E-01    1.719211E-06
8.056230E+00    1.519100E+00    2.813362E-05
2.763654E+00    1.839080E+01    8.254416E-04
3.014550E+00    1.785280E+01    7.438896E-04
5.501970E+00    2.898560E+00    1.562856E-04
6.345960E+00    6.725350E+00    4.630186E-04
7.890630E+00    3.650760E-01    2.642448E-06
8.064480E+00    1.578390E+00    3.016579E-05
2.743761E+00    1.807290E+01    3.926280E-04
2.970225E+00    2.052400E+01    4.977816E-04
5.428920E+00    3.548280E+00    1.021690E-04
6.448110E+00    9.204890E+00    3.458472E-04
7.901190E+00    4.538220E-01    1.981478E-06
8.072970E+00    1.610820E+00    1.575914E-05
2.769786E+00    2.079800E+01    6.100248E-04
2.772972E+00    1.322520E+01    2.187871E-04
5.554890E+00    4.272780E+00    1.594618E-04
6.595260E+00    1.322350E+01    5.728752E-04
7.920120E+00    3.749510E-01    1.186776E-06
8.001180E+00    1.204740E+00    9.332592E-06
2.778630E+00    2.329810E+01    1.431994E-03
2.860257E+00    2.149990E+01    1.236715E-03
5.604630E+00    3.463460E+00    2.380574E-04
6.472890E+00    9.952400E+00    8.382864E-04
7.910130E+00    3.207230E-01    1.849603E-06
8.000160E+00    1.186420E+00    1.808045E-05
2.786433E+00    2.266490E+01    1.352712E-03
2.938320E+00    1.837310E+01    8.820432E-04
5.652300E+00    2.734160E+00    1.695590E-04
6.354870E+00    7.332510E+00    5.815680E-04
7.900080E+00    3.203980E-01    1.879123E-06
8.002050E+00    1.198370E+00    1.851427E-05
2.794065E+00    2.205340E+01    1.272965E-03
3.002280E+00    1.486330E+01    5.458848E-04
5.695650E+00    2.085100E+00    1.131341E-04
6.247380E+00    5.134470E+00    3.622522E-04
7.891140E+00    3.195830E-01    1.892736E-06
8.006160E+00    1.223680E+00    1.946323E-05
2.800446E+00    2.141510E+01    1.190640E-03
3.049500E+00    1.031310E+01    2.556581E-04
5.727450E+00    1.678900E+00    7.532208E-05
6.161520E+00    3.538320E+00    1.967006E-04
7.884030E+00    3.073180E-01    1.803144E-06
8.012250E+00    1.274000E+00    2.104814E-05
2.804430E+00    2.080900E+01    1.111694E-03
3.078060E+00    6.736120E+00    1.035979E-04
5.732430E+00    1.401040E+00    5.344080E-05
6.115800E+00    2.161830E+00    8.070192E-05
7.879200E+00    3.216350E-01    1.856458E-06
8.020140E+00    1.336080E+00    2.300371E-05
2.804763E+00    2.024320E+01    1.038216E-03
3.087030E+00    7.509510E+00    1.257629E-04
5.699220E+00    1.604030E+00    6.894288E-05
6.123930E+00    2.107790E+00    8.005104E-05
7.877130E+00    3.196590E-01    1.835861E-06
8.029680E+00    1.427550E+00    2.555256E-05
2.799894E+00    1.968960E+01    9.683712E-04
3.077160E+00    1.195480E+01    3.171019E-04
5.639310E+00    1.989030E+00    9.717312E-05
6.175620E+00    3.075610E+00    1.558099E-04
7.878180E+00    3.198340E-01    1.892203E-06
8.040480E+00    1.509130E+00    2.788968E-05
2.787471E+00    1.884900E+01    4.428888E-04
3.051180E+00    1.571220E+01    2.843064E-04
5.570400E+00    2.458230E+00    6.361152E-05
6.253230E+00    4.409650E+00    1.348049E-04
7.882650E+00    3.258000E-01    1.043786E-06
8.052180E+00    1.562720E+00    1.476487E-05
2.776278E+00    2.071660E+01    6.124080E-04
2.798901E+00    1.430540E+01    2.654928E-04
5.695350E+00    3.318510E+00    1.272302E-04
6.480690E+00    1.026640E+01    4.472472E-04
7.914300E+00    2.206280E-01    4.157328E-07
7.977060E+00    9.820020E-01    6.319560E-06
2.796456E+00    2.407860E+01    1.576339E-03
2.876841E+00    2.135090E+01    1.236792E-03
5.734770E+00    2.795530E+00    1.985026E-04
6.358560E+00    7.486430E+00    6.249552E-04
7.907370E+00    3.257050E-01    1.869653E-06
7.976520E+00    1.017170E+00    1.374254E-05
2.805507E+00    2.330060E+01    1.459195E-03
2.954493E+00    1.848600E+01    9.061632E-04
5.770530E+00    2.368520E+00    1.526904E-04
6.243420E+00    5.547150E+00    4.258392E-04
7.898520E+00    4.382460E-01    3.430411E-06
7.980960E+00    1.109510E+00    1.663666E-05
2.812905E+00    2.263510E+01    1.359614E-03
3.017520E+00    1.490660E+01    5.553792E-04
5.798430E+00    2.164770E+00    1.224350E-04
6.144300E+00    4.051470E+00    2.610226E-04
7.889850E+00    4.624860E-01    3.914995E-06
7.988820E+00    1.198380E+00    1.942814E-05
2.817714E+00    2.197860E+01    1.264440E-03
3.062430E+00    1.028330E+01    2.544787E-04
5.804340E+00    1.821950E+00    8.697552E-05
6.079740E+00    2.485680E+00    1.070491E-04
7.882740E+00    4.414700E-01    3.618341E-06
7.999200E+00    1.296060E+00    2.218267E-05
2.818506E+00    2.134300E+01    1.172554E-03
3.087120E+00    7.018310E+00    1.112155E-04
5.770470E+00    1.618910E+00    7.591824E-05
6.071340E+00    1.774770E+00    5.604528E-05
7.878060E+00    4.158810E-01    3.101880E-06
8.011560E+00    1.378070E+00    2.450270E-05
2.813439E+00    2.056510E+01    5.366640E-04
3.091320E+00    8.424980E+00    7.746480E-05
5.708100E+00    1.775800E+00    4.342968E-05
6.110340E+00    2.233330E+00    4.537056E-05
7.876410E+00    3.647830E-01    1.200682E-06
8.025450E+00    1.464720E+00    1.335463E-05
2.785992E+00    2.042100E+01    5.977680E-04
2.811441E+00    1.602920E+01    3.441912E-04
5.834160E+00    3.917280E+00    1.551578E-04
6.360300E+00    7.521670E+00    3.266736E-04
7.913730E+00    1.351520E-01    1.521523E-07
7.956420E+00    7.556530E-01    3.866496E-06
2.807844E+00    2.416370E+01    1.609574E-03
2.888157E+00    2.163850E+01    1.285464E-03
5.863650E+00    3.531120E+00    2.610878E-04
6.239970E+00    5.883370E+00    4.814784E-04
7.908660E+00    4.986090E-01    4.239739E-06
7.957650E+00    9.572480E-01    1.261584E-05
2.816469E+00    2.353250E+01    1.502506E-03
2.964786E+00    1.872630E+01    9.350928E-04
5.886930E+00    3.056570E+00    2.056944E-04
6.130860E+00    4.568770E+00    3.292382E-04
7.899240E+00    6.188740E-01    6.738192E-06
7.966590E+00    1.141780E+00    1.805798E-05
2.822040E+00    2.288190E+01    1.397962E-03
3.025620E+00    1.488990E+01    5.590032E-04
5.889780E+00    2.315260E+00    1.282128E-04
6.052560E+00    2.720110E+00    1.285814E-04
7.889850E+00    5.739720E-01    6.043632E-06
7.979460E+00    1.240520E+00    2.099683E-05
2.823372E+00    2.214260E+01    6.441504E-04
3.066960E+00    1.021620E+01    1.261032E-04
5.843460E+00    2.075760E+00    5.080248E-05
6.038910E+00    1.459520E+00    1.907520E-05
7.882470E+00    4.985700E-01    2.288686E-06
7.994670E+00    1.303220E+00    1.139006E-05
2.797209E+00    1.982480E+01    5.623080E-04
2.813196E+00    1.767200E+01    4.305144E-04
5.970810E+00    4.369850E+00    1.787537E-04
6.234690E+00    6.191910E+00    2.657400E-04
7.917990E+00    2.021980E-01    3.192000E-07
7.939560E+00    5.489420E-01    2.107474E-06
2.813859E+00    2.416810E+01    1.616976E-03
2.893419E+00    2.199370E+01    1.342037E-03
5.990250E+00    3.978970E+00    3.039600E-04
6.118440E+00    4.981610E+00    3.904205E-04
7.911720E+00    7.860630E-01    1.024176E-05
7.945830E+00    1.074580E+00    1.649827E-05
2.820096E+00    2.360010E+01    7.570200E-04
2.968260E+00    1.880610E+01    4.733712E-04
5.976360E+00    2.518910E+00    6.393072E-05
6.042660E+00    2.146040E+00    3.980448E-05
7.899960E+00    7.119800E-01    4.456128E-06
7.961340E+00    1.194380E+00    9.916584E-06
2.807334E+00    1.888440E+01    2.514708E-04
2.807334E+00    1.887690E+01    2.512716E-04
6.104580E+00    3.330460E+00    4.306872E-05
6.104580E+00    3.332160E+00    4.311276E-05
7.926690E+00    7.477950E-02    2.052048E-08
7.926690E+00    7.475150E-02    2.050512E-08
2.753292E+00    1.445500E+01    2.491392E-04
2.873007E+00    2.114660E+01    5.784144E-04
5.406090E+00    4.174740E+00    1.321286E-04
6.570450E+00    1.207860E+01    4.939992E-04
7.917210E+00    5.104830E-01    2.314411E-06
8.052060E+00    1.534100E+00    1.447387E-05
2.777064E+00    1.547110E+01    5.836896E-04
2.930271E+00    1.949480E+01    9.485808E-04
5.472510E+00    3.427590E+00    1.991674E-04
6.456480E+00    9.392060E+00    7.341792E-04
7.904970E+00    3.940100E-01    2.933746E-06
8.047170E+00    1.493850E+00    2.732453E-05
2.788695E+00    1.634560E+01    6.602448E-04
2.985114E+00    1.564060E+01    5.949888E-04
5.539020E+00    2.722660E+00    1.425494E-04
6.349500E+00    6.998120E+00    5.028144E-04
7.895250E+00    3.001240E-01    1.713101E-06
8.043000E+00    1.434180E+00    2.531400E-05
2.795472E+00    1.661810E+01    6.882768E-04
3.027810E+00    1.075450E+01    2.785483E-04
5.601390E+00    2.037720E+00    9.140352E-05
6.256200E+00    4.504450E+00    2.773579E-04
7.888350E+00    2.024080E-01    7.854768E-07
8.039670E+00    1.372420E+00    2.340293E-05
2.799288E+00    1.658970E+01    6.921024E-04
3.054540E+00    5.604780E+00    7.457232E-05
5.650110E+00    1.363350E+00    4.582766E-05
6.188130E+00    3.028090E+00    1.405349E-04
7.884240E+00    1.038230E-01    2.077334E-07
8.037510E+00    1.320750E+00    2.194896E-05
2.800542E+00    1.657410E+01    3.461640E-04
3.063600E+00    1.282930E+00    1.935329E-06
5.669520E+00    9.822780E-01    1.214537E-05
6.162090E+00    2.189420E+00    3.889728E-05
7.882890E+00    2.458970E-02    5.697960E-09
8.036760E+00    1.280690E+00    1.053929E-05
2.809986E+00    1.156160E+01    1.651920E-04
2.876478E+00    1.989550E+01    5.442456E-04
5.529090E+00    3.517470E+00    1.099834E-04
6.465420E+00    9.714690E+00    3.956520E-04
7.908840E+00    3.450610E-01    1.100873E-06
8.020320E+00    1.351890E+00    1.135687E-05
2.829960E+00    1.482430E+01    5.554944E-04
2.938683E+00    1.840410E+01    8.759184E-04
5.584680E+00    2.839120E+00    1.612243E-04
6.352860E+00    7.306650E+00    5.587536E-04
7.900500E+00    2.825830E-01    1.491302E-06
8.015280E+00    1.306040E+00    2.134440E-05
2.838579E+00    1.595790E+01    6.508368E-04
2.996685E+00    1.438050E+01    5.116224E-04
5.638440E+00    2.175220E+00    1.091083E-04
6.250140E+00    4.962230E+00    3.389453E-04
7.893600E+00    2.313060E-01    1.003325E-06
8.012220E+00    1.266430E+00    2.025494E-05
2.843889E+00    1.606090E+01    6.605808E-04
3.039120E+00    9.088720E+00    1.997578E-04
5.684580E+00    1.611780E+00    6.683472E-05
6.166320E+00    3.512950E+00    1.943765E-04
7.888470E+00    1.938340E-01    7.093104E-07
8.011290E+00    1.232940E+00    1.954330E-05
2.846667E+00    1.579450E+01    6.401136E-04
3.062580E+00    3.848770E+00    3.513485E-05
5.709690E+00    1.167660E+00    3.716568E-05
6.117300E+00    2.169700E+00    8.513760E-05
7.885320E+00    1.832690E-01    6.371040E-07
8.012550E+00    1.243480E+00    1.988376E-05
2.846574E+00    1.538750E+01    6.089088E-04
3.065910E+00    5.063570E+00    6.003792E-05
5.698590E+00    1.282820E+00    4.379107E-05
6.119850E+00    2.175310E+00    8.566944E-05
7.884330E+00    2.002790E-01    7.713504E-07
8.016060E+00    1.275910E+00    2.091667E-05
2.842821E+00    1.515570E+01    5.815200E-04
3.049530E+00    1.063090E+01    2.697384E-04
5.655120E+00    1.747250E+00    7.560480E-05
6.170580E+00    3.340740E+00    1.791394E-04
7.885650E+00    2.350620E-01    1.075464E-06
8.021580E+00    1.353750E+00    2.294352E-05
2.833686E+00    1.469340E+01    5.399184E-04
3.016260E+00    1.569230E+01    5.995488E-04
5.596410E+00    2.279330E+00    1.126910E-04
6.251490E+00    4.699210E+00    3.062016E-04
7.889550E+00    2.816030E-01    1.534646E-06
8.028840E+00    1.421080E+00    2.488618E-05
2.814828E+00    1.415210E+01    2.472984E-04
2.972463E+00    1.917320E+01    4.521240E-04
5.533950E+00    2.854030E+00    7.698264E-05
6.349260E+00    7.176680E+00    2.619024E-04
7.896060E+00    3.307390E-01    1.058849E-06
8.037450E+00    1.473000E+00    1.324018E-05
2.851518E+00    1.053400E+01    1.422569E-04
2.882241E+00    1.941160E+01    5.212488E-04
5.650950E+00    2.811940E+00    8.924976E-05
6.356580E+00    7.449150E+00    2.992104E-04
7.906080E+00    2.396410E-01    5.164728E-07
7.991550E+00    1.121100E+00    8.085048E-06
2.866422E+00    1.673480E+01    7.336128E-04
2.949456E+00    1.776690E+01    8.338512E-04
5.695830E+00    2.216190E+00    1.273061E-04
6.246900E+00    5.372540E+00    3.970301E-04
7.901190E+00    2.618900E-01    1.235683E-06
7.986930E+00    1.096200E+00    1.569221E-05
2.872500E+00    1.718480E+01    7.770960E-04
3.008220E+00    1.347300E+01    4.606118E-04
5.736480E+00    1.851710E+00    9.302496E-05
6.150870E+00    4.072950E+00    2.586797E-04
7.896030E+00    3.180980E-01    1.825795E-06
7.986270E+00    1.101400E+00    1.624656E-05
2.875914E+00    1.695250E+01    7.508496E-04
3.048390E+00    8.518440E+00    1.770110E-04
5.763030E+00    1.475730E+00    6.067632E-05
6.082230E+00    2.614680E+00    1.229606E-04
7.891290E+00    3.491080E-01    2.230838E-06
7.989330E+00    1.169470E+00    1.805333E-05
2.876004E+00    1.632020E+01    6.971952E-04
3.067680E+00    5.614000E+00    7.419216E-05
5.756730E+00    1.337570E+00    5.033088E-05
6.062640E+00    1.915120E+00    6.798624E-05
7.887660E+00    3.433680E-01    2.233061E-06
7.995660E+00    1.230710E+00    1.987944E-05
2.871243E+00    1.577430E+01    6.432144E-04
3.066060E+00    8.786670E+00    1.822282E-04
5.714610E+00    1.589750E+00    6.842592E-05
6.096750E+00    2.430000E+00    1.093565E-04
7.885860E+00    3.238300E-01    2.010187E-06
8.004720E+00    1.303620E+00    2.186256E-05
2.858850E+00    1.510560E+01    2.903664E-04
3.046620E+00    1.325690E+01    2.103545E-04
