# 8x8x1 supercell for harmonic, 6x6x1 supercell for cubic ifcs
# 100x100x1 k points for kappa
# cubic ifcs up to 8NN shell trained with ordinary least squares by 200 configurations.
# Temperature = 300 K
"k index (irred.)" "branch index" "f (THz)" "1/tau_3ph (THz)" "1/tau_iso (THz)"
675 2 3.72294 0.06501 0.01467
675 3 4.39097 0.07312 0.01371
675 4 5.72858 0.12575 0.03578
675 5 6.12539 0.12736 0.22144
675 6 6.33054 0.12029 0.06489
675 7 8.52034 0.22521 0.35884
675 8 9.00052 0.21513 0.29942
675 9 9.07082 0.26187 0.37781
676 1 3.68202 0.08168 0.01131
676 2 3.73176 0.06128 0.01521
676 3 4.40587 0.06976 0.01460
676 4 5.74249 0.12350 0.03524
676 5 6.11712 0.12921 0.18527
676 6 6.32964 0.12229 0.06546
676 7 8.51183 0.22534 0.40983
676 8 9.00762 0.23044 0.31339
676 9 9.04819 0.26030 0.51017
677 1 3.73314 0.07822 0.01293
677 2 3.73805 0.05628 0.01563
677 3 4.41957 0.07411 0.01570
677 4 5.75548 0.12299 0.03475
677 5 6.10797 0.12724 0.16148
677 6 6.32913 0.12458 0.06573
677 7 8.50397 0.22248 0.49904
677 8 9.01422 0.24509 0.28828
677 9 9.02813 0.25882 1.03543
678 1 3.74228 0.05506 0.01601
678 2 3.77903 0.07329 0.01610
678 3 4.43195 0.06770 0.01691
678 4 5.76747 0.12377 0.03441
678 5 6.09829 0.12197 0.14564
678 6 6.32892 0.12597 0.06614
678 7 8.49690 0.21136 0.76136
678 8 9.01062 0.25728 0.60867
678 9 9.02016 0.26282 0.27843
679 1 3.74495 0.05368 0.01631
679 2 3.81927 0.06959 0.01518
679 3 4.44283 0.06619 0.01838
679 4 5.77835 0.12585 0.03407
679 5 6.08857 0.11550 0.12711
679 6 6.32892 0.12635 0.06660
679 7 8.49066 0.20949 0.66935
679 8 8.99563 0.25966 0.34742
679 9 9.02543 0.27377 0.29444
680 1 3.74645 0.05306 0.01655
680 2 3.85353 0.06608 0.01736
680 3 4.45216 0.06728 0.02021
680 4 5.78797 0.12827 0.03383
680 5 6.07928 0.11170 0.12465
680 6 6.32904 0.12810 0.06727
680 7 8.48536 0.20955 0.24586
680 8 8.98322 0.27413 0.36899
680 9 9.02993 0.29141 0.19491
681 1 3.74720 0.04315 0.01675
681 2 3.88141 0.06290 0.02023
681 3 4.45977 0.07013 0.02273
681 4 5.79610 0.13095 0.03372
681 5 6.07092 0.11057 0.11906
681 6 6.32919 0.13149 0.06779
681 7 8.48107 0.20620 0.22246
681 8 8.97330 0.27254 0.35030
681 9 9.03359 0.32575 0.22541
682 1 3.74747 0.04244 0.01693
682 2 3.90261 0.06090 0.02361
682 3 4.46556 0.08707 0.02484
682 4 5.80254 0.13455 0.03362
682 5 6.06405 0.11074 0.11380
682 6 6.32937 0.13886 0.06820
682 7 8.47777 0.20331 0.20730
682 8 8.96589 0.27437 0.34667
682 9 9.03637 0.31464 0.27305
683 1 3.74753 0.04148 0.01730
683 2 3.91691 0.05810 0.03828
683 3 4.46946 0.06885 0.03337
683 4 5.80701 0.13985 0.03355
683 5 6.05914 0.11454 0.11506
683 6 6.32949 0.14624 0.06851
683 7 8.47558 0.20215 0.20094
683 8 8.96098 0.27539 0.34455
683 9 9.03826 0.29791 0.29383
684 1 3.74753 0.04127 0.01710
684 2 3.92410 0.05751 0.02999
684 3 4.47143 0.06658 0.03194
684 4 5.80932 0.13453 0.03353
684 5 6.05656 0.12579 0.11294
684 6 6.32958 0.14858 0.06873
684 7 8.47447 0.21299 0.19442
684 8 8.95852 0.27626 0.34182
684 9 9.03922 0.29009 0.28731
685 1 2.61251 0.06738 0.00200
685 2 3.22849 0.06304 0.01037
685 3 4.06845 0.07387 0.00385
685 4 5.48803 0.11878 0.07252
685 5 6.06924 0.10573 0.09894
685 6 6.44212 0.12073 0.11035
685 7 8.63456 0.15326 0.92155
685 8 8.89583 0.16055 0.38568
685 9 9.55055 0.24591 0.12032
686 1 2.69915 0.09467 0.00227
686 2 3.29793 0.06259 0.00799
686 3 4.10164 0.07382 0.00435
686 4 5.51016 0.11839 0.06125
686 5 6.08456 0.10588 0.09417
686 6 6.42344 0.12032 0.08503
686 7 8.62944 0.15643 0.92993
686 8 8.90249 0.15281 0.39970
686 9 9.50666 0.24213 0.12522
687 1 2.78505 0.11878 0.00258
687 2 3.36358 0.06430 0.00768
687 3 4.13186 0.08054 0.00514
687 4 5.53219 0.11829 0.05435
687 5 6.09823 0.10643 0.12123
687 6 6.40656 0.11873 0.07543
687 7 8.62335 0.15967 0.66607
687 8 8.90965 0.15059 0.41765
687 9 9.46316 0.24037 0.13109
688 1 2.86996 0.10416 0.00297
688 2 3.42510 0.10463 0.00773
688 3 4.15935 0.08584 0.00610
688 4 5.55399 0.11844 0.05022
688 5 6.11016 0.10727 0.14330
688 6 6.39143 0.11819 0.07003
688 7 8.61634 0.16258 0.54457
688 8 8.91730 0.15070 0.44200
688 9 9.42029 0.24234 0.13781
689 1 2.95365 0.10463 0.00339
689 2 3.48209 0.08055 0.00788
689 3 4.18447 0.07950 0.00793
689 4 5.57545 0.11892 0.04710
689 5 6.12026 0.10915 0.17370
689 6 6.37802 0.11763 0.06672
689 7 8.60851 0.16628 0.47698
689 8 8.92530 0.14012 0.47669
689 9 9.37832 0.24586 0.14566
690 1 3.03588 0.09594 0.00395
690 2 3.53419 0.07816 0.00811
690 3 4.20765 0.07838 0.01130
690 4 5.59656 0.11908 0.04458
690 5 6.12845 0.11131 0.21484
690 6 6.36630 0.11680 0.06448
690 7 8.59997 0.17098 0.29547
690 8 8.93370 0.14284 0.52987
690 9 9.33740 0.25416 0.15485
691 1 3.11640 0.08398 0.00469
691 2 3.58108 0.07793 0.00850
691 3 4.22926 0.07753 0.01116
691 4 5.61718 0.11957 0.04257
691 5 6.13468 0.11573 0.30982
691 6 6.35617 0.11645 0.06317
691 7 8.59079 0.17527 0.28146
691 8 8.94233 0.14963 0.62597
691 9 9.29779 0.27076 0.16571
692 1 3.19495 0.07205 0.00603
692 2 3.62257 0.07824 0.00882
692 3 4.24977 0.07659 0.01074
692 4 5.63730 0.12136 0.04104
692 5 6.13888 0.11707 0.33051
692 6 6.34751 0.11696 0.06247
692 7 8.58114 0.22997 0.27459
692 8 8.95120 0.15413 0.88815
692 9 9.25969 0.30450 0.17861
693 1 3.27128 0.06210 0.00625
693 2 3.65846 0.08196 0.00923
693 3 4.26955 0.07822 0.01057
693 4 5.65681 0.11780 0.03966
693 5 6.14110 0.11669 0.29848
693 6 6.34019 0.11876 0.06146
693 7 8.57113 0.22050 0.27267
693 8 8.96017 0.15997 0.80761
693 9 9.22326 0.28513 0.19412
694 1 3.34511 0.06078 0.00641
694 2 3.68877 0.07488 0.01298
694 3 4.28892 0.10345 0.01074
694 4 5.67567 0.11797 0.03838
694 5 6.14128 0.11783 0.29559
694 6 6.33405 0.12405 0.06115
694 7 8.56093 0.23455 0.27582
694 8 8.96919 0.16731 0.55191
694 9 9.18876 0.27068 0.21300
695 1 3.41617 0.06108 0.00671
695 2 3.71359 0.06787 0.01384
695 3 4.30808 0.09315 0.01090
695 4 5.69387 0.11979 0.03750
695 5 6.13954 0.11937 0.37962
695 6 6.32898 0.12501 0.06050
695 7 8.55068 0.23074 0.28410
695 8 8.97815 0.17590 0.44759
695 9 9.15626 0.26830 0.23646
696 1 3.48410 0.06341 0.00724
696 2 3.73326 0.07132 0.01502
696 3 4.32705 0.08568 0.01127
696 4 5.71132 0.12277 0.03659
696 5 6.13591 0.12121 0.45636
696 6 6.32484 0.12042 0.06035
696 7 8.54052 0.23077 0.29821
696 8 8.98697 0.18395 0.39045
696 9 9.12595 0.26637 0.27088
697 1 3.54858 0.07709 0.00800
697 2 3.74822 0.06989 0.01665
697 3 4.34585 0.07805 0.01169
697 4 5.72798 0.13048 0.03583
697 5 6.13058 0.12347 0.25730
697 6 6.32148 0.11914 0.06039
697 7 8.53059 0.24718 0.32005
697 8 8.99551 0.19507 0.32358
697 9 9.09789 0.26667 0.31212
698 1 3.60932 0.07930 0.00868
698 2 3.75901 0.06914 0.01753
698 3 4.36423 0.08381 0.01226
698 4 5.74384 0.12835 0.03520
698 5 6.12368 0.12605 0.20839
698 6 6.31882 0.11964 0.06045
698 7 8.52106 0.22980 0.35286
698 8 9.00376 0.20631 0.30974
698 9 9.07220 0.26640 0.37344
699 1 3.66595 0.08012 0.00969
699 2 3.76629 0.06964 0.01846
699 3 4.38198 0.07619 0.01288
699 4 5.75880 0.12512 0.03467
699 5 6.11553 0.12880 0.18058
699 6 6.31669 0.12147 0.06066
699 7 8.51204 0.23091 0.40450
699 8 9.01155 0.22339 0.29433
699 9 9.04894 0.26539 0.50692
700 1 3.71803 0.07825 0.01245
700 2 3.77070 0.08225 0.01994
700 3 4.39882 0.07174 0.01357
700 4 5.77289 0.12414 0.03419
700 5 6.10635 0.12927 0.15811
700 6 6.31504 0.12387 0.06085
700 7 8.50364 0.22933 0.50136
700 8 9.01884 0.23705 0.28507
700 9 9.02813 0.26324 0.97846
701 1 3.76524 0.07687 0.01453
701 2 3.77289 0.09817 0.02078
701 3 4.41444 0.07437 0.01450
701 4 5.78596 0.12411 0.03376
701 5 6.09652 0.12536 0.14089
701 6 6.31375 0.12579 0.06106
701 7 8.49600 0.21627 0.84598
701 8 9.00978 0.26173 0.45668
701 9 9.02549 0.25438 0.30394
702 1 3.77346 0.05189 0.02118
702 2 3.80715 0.07081 0.01583
702 3 4.42859 0.07058 0.01582
702 4 5.79796 0.12535 0.03353
702 5 6.08645 0.11753 0.12346
702 6 6.31276 0.12645 0.06125
702 7 8.48916 0.21052 0.27841
702 8 8.99395 0.26495 0.39508
702 9 9.03146 0.26128 0.20347
703 1 3.77301 0.05026 0.02114
703 2 3.84343 0.06599 0.01815
703 3 4.44101 0.06954 0.01714
703 4 5.80875 0.12778 0.03329
703 5 6.07655 0.11285 0.12169
703 6 6.31204 0.12734 0.06140
703 7 8.48326 0.21357 0.23325
703 8 8.98058 0.27349 0.36128
703 9 9.03664 0.27717 0.28488
704 1 3.77196 0.05361 0.02096
704 2 3.87368 0.06184 0.01916
704 3 4.45144 0.07137 0.01890
704 4 5.81816 0.13041 0.03308
704 5 6.06738 0.11048 0.11566
704 6 6.31150 0.12981 0.06153
704 7 8.47834 0.20886 0.20914
704 8 8.96970 0.27826 0.35216
704 9 9.04099 0.30198 0.28066
705 1 3.77073 0.03924 0.02067
705 2 3.89757 0.05977 0.02174
705 3 4.45974 0.07585 0.02121
705 4 5.82590 0.13313 0.03305
705 5 6.05944 0.11070 0.11446
705 6 6.31111 0.13485 0.06163
705 7 8.47444 0.20558 0.19500
705 8 8.96125 0.27934 0.34485
705 9 9.04441 0.33098 0.26504
706 1 3.76962 0.03915 0.02036
706 2 3.91484 0.05829 0.03317
706 3 4.46577 0.07870 0.02558
706 4 5.83177 0.13880 0.03301
706 5 6.05326 0.11454 0.11853
706 6 6.31087 0.14731 0.06168
706 7 8.47163 0.20375 0.19008
706 8 8.95525 0.28067 0.36294
706 9 9.04690 0.30149 0.25387
707 1 3.76887 0.03918 0.02001
707 2 3.92530 0.05514 0.03516
707 3 4.46943 0.07246 0.02853
707 4 5.83540 0.13707 0.03301
707 5 6.04930 0.11689 0.14732
707 6 6.31072 0.14603 0.06169
707 7 8.46995 0.20199 0.18602
707 8 8.95162 0.28113 0.34195
707 9 9.04843 0.28731 0.24696
708 1 3.76863 0.03894 0.01967
708 2 3.92881 0.05498 0.02804
708 3 4.47066 0.07097 0.03816
708 4 5.83666 0.13551 0.03302
708 5 6.04795 0.12090 0.12418
708 6 6.31066 0.14284 0.06166
708 7 8.46938 0.21499 0.18270
708 8 8.95042 0.28087 0.33650
708 9 9.04894 0.28515 0.24427
709 1 2.78280 0.11792 0.00257
709 2 3.36760 0.06480 0.00770
709 3 4.12733 0.08054 0.00490
709 4 5.53309 0.11840 0.05415
709 5 6.09766 0.10644 0.11983
709 6 6.40630 0.12049 0.07542
709 7 8.62383 0.15972 0.67942
709 8 8.90944 0.15012 0.41821
709 9 9.46382 0.24053 0.13081
710 1 2.86561 0.10086 0.00294
710 2 3.43349 0.09257 0.00776
710 3 4.15030 0.08141 0.00556
710 4 5.55587 0.11863 0.04992
710 5 6.10911 0.10708 0.13977
710 6 6.39077 0.11796 0.06993
710 7 8.61729 0.16267 0.56231
710 8 8.91694 0.14987 0.44217
710 9 9.42155 0.24112 0.13729
711 1 2.94735 0.09890 0.00335
711 2 3.49504 0.08053 0.00801
711 3 4.17098 0.08076 0.00683
711 4 5.57842 0.11906 0.04676
711 5 6.11879 0.10856 0.16713
711 6 6.37686 0.11733 0.06595
711 7 8.60983 0.16678 0.48290
711 8 8.92494 0.13915 0.47634
711 9 9.38003 0.24584 0.14513
712 1 3.02778 0.09576 0.00389
712 2 3.55176 0.07951 0.00824
712 3 4.18990 0.07879 0.00855
712 4 5.60063 0.11947 0.04421
712 5 6.12668 0.10987 0.20490
712 6 6.36447 0.11845 0.06392
712 7 8.60156 0.17031 0.29705
712 8 8.93337 0.14147 0.52912
712 9 9.33946 0.25291 0.15417
713 1 3.10672 0.08151 0.00459
713 2 3.60318 0.08037 0.00866
713 3 4.20765 0.07761 0.01114
713 4 5.62243 0.11999 0.04220
713 5 6.13267 0.11365 0.26164
713 6 6.35356 0.11768 0.06220
713 7 8.59256 0.17548 0.28215
713 8 8.94215 0.14735 0.62491
713 9 9.30013 0.26783 0.16484
714 1 3.18386 0.07326 0.00574
714 2 3.64877 0.08298 0.00921
714 3 4.22480 0.07557 0.01114
714 4 5.64371 0.12094 0.04049
714 5 6.13675 0.12023 0.33591
714 6 6.34403 0.11766 0.06094
714 7 8.58300 0.22612 0.27370
714 8 8.95123 0.15171 0.89179
714 9 9.26221 0.31001 0.17754
715 1 3.25898 0.06130 0.00631
715 2 3.68820 0.08789 0.01290
715 3 4.24203 0.07528 0.01068
715 4 5.66446 0.11906 0.03922
715 5 6.13891 0.11755 0.33553
715 6 6.33569 0.11921 0.06005
715 7 8.57299 0.21360 0.27096
715 8 8.96053 0.15695 0.79262
715 9 9.22584 0.29009 0.19279
716 1 3.33180 0.05900 0.00638
716 2 3.72120 0.08150 0.01428
716 3 4.25978 0.08623 0.01055
716 4 5.68451 0.11853 0.03802
716 5 6.13915 0.11764 0.33833
716 6 6.32847 0.12342 0.05877
716 7 8.56267 0.23596 0.27310
716 8 8.96994 0.16351 0.54379
716 9 9.19128 0.27530 0.21138
717 1 3.40210 0.06019 0.00665
717 2 3.74777 0.07799 0.01637
717 3 4.27840 0.08446 0.01045
717 4 5.70391 0.11904 0.03696
717 5 6.13747 0.11907 0.33433
717 6 6.32223 0.12604 0.05819
717 7 8.55224 0.23425 0.28066
717 8 8.97935 0.17079 0.44135
717 9 9.15860 0.27191 0.23450
718 1 3.46953 0.06184 0.00713
718 2 3.76809 0.07444 0.01815
718 3 4.29797 0.08908 0.01056
718 4 5.72253 0.12138 0.03611
718 5 6.13399 0.12099 0.30680
718 6 6.31687 0.12079 0.05763
718 7 8.54181 0.23294 0.29409
718 8 8.98868 0.17991 0.38109
718 9 9.12802 0.27207 0.26845
719 1 3.53380 0.06277 0.00784
719 2 3.78275 0.07104 0.02261
719 3 4.31833 0.07912 0.01080
719 4 5.74037 0.12559 0.03539
719 5 6.12884 0.12312 0.24046
719 6 6.31222 0.11942 0.05706
719 7 8.53155 0.23709 0.31545
719 8 8.99782 0.18960 0.32369
719 9 9.09957 0.27143 0.30912
720 1 3.59460 0.06995 0.00856
720 2 3.79237 0.06815 0.02618
720 3 4.33920 0.07471 0.01106
720 4 5.75733 0.13497 0.03474
720 5 6.12212 0.12571 0.20285
720 6 6.30826 0.11949 0.05630
720 7 8.52163 0.23565 0.34825
720 8 9.00666 0.19963 0.32360
720 9 9.07343 0.27163 0.36953
721 1 3.65156 0.07960 0.00945
721 2 3.79783 0.06601 0.02322
721 3 4.36006 0.08013 0.01162
721 4 5.77340 0.12641 0.03419
721 5 6.11406 0.12866 0.17492
721 6 6.30485 0.12070 0.05610
721 7 8.51213 0.23738 0.40079
721 8 9.01512 0.21799 0.29730
721 9 9.04960 0.27163 0.50416
722 1 3.70436 0.07620 0.01187
722 2 3.80002 0.06494 0.02324
722 3 4.38039 0.07451 0.01227
722 4 5.78854 0.12416 0.03371
722 5 6.10494 0.13066 0.15526
722 6 6.30194 0.12275 0.05583
722 7 8.50325 0.23799 0.50574
722 8 9.02306 0.23028 0.27894
722 9 9.02813 0.26965 1.06119
723 1 3.75256 0.07506 0.01387
723 2 3.79975 0.07785 0.02347
723 3 4.39972 0.07806 0.01339
723 4 5.80269 0.12403 0.03337
723 5 6.09505 0.12948 0.13219
723 6 6.29945 0.12502 0.05537
723 7 8.49504 0.24388 1.22039
723 8 9.00906 0.26842 0.41812
723 9 9.03041 0.23829 0.19214
724 1 3.79585 0.07488 0.01744
724 2 3.79783 0.07251 0.02409
724 3 4.41756 0.07351 0.01455
724 4 5.81576 0.12528 0.03301
724 5 6.08474 0.12140 0.12042
724 6 6.29735 0.12613 0.05528
724 7 8.48763 0.21091 0.26767
724 8 8.99242 0.27110 0.39154
724 9 9.03706 0.25125 0.30571
725 1 3.79492 0.07752 0.02675
725 2 3.83384 0.06711 0.01618
725 3 4.43357 0.07130 0.01605
725 4 5.82770 0.12715 0.03284
725 5 6.07442 0.11569 0.11947
725 6 6.29561 0.12683 0.05517
725 7 8.48113 0.21572 0.22355
725 8 8.97821 0.27366 0.35976
725 9 9.04297 0.26753 0.27311
726 1 3.79163 0.06856 0.03183
726 2 3.86615 0.06211 0.01828
726 3 4.44736 0.07251 0.01796
726 4 5.83828 0.12923 0.03273
726 5 6.06456 0.11273 0.11243
726 6 6.29417 0.12847 0.05507
726 7 8.47561 0.21078 0.20217
726 8 8.96640 0.28523 0.34960
726 9 9.04801 0.28736 0.25033
727 1 3.78842 0.05085 0.03094
727 2 3.89245 0.05820 0.02264
727 3 4.45866 0.07556 0.02047
727 4 5.84733 0.13186 0.03255
727 5 6.05566 0.11320 0.11227
727 6 6.29306 0.13298 0.05495
727 7 8.47112 0.20756 0.18971
727 8 8.95699 0.28418 0.34620
727 9 9.05211 0.33137 0.23463
728 1 3.78566 0.03603 0.02885
728 2 3.91247 0.05567 0.03008
728 3 4.46736 0.08258 0.02618
728 4 5.85459 0.13546 0.03255
728 5 6.04828 0.11260 0.13242
728 6 6.29222 0.14317 0.05482
728 7 8.46767 0.20508 0.18073
728 8 8.94994 0.28696 0.33618
728 9 9.05523 0.29906 0.23096
729 1 3.78368 0.03567 0.02614
729 2 3.92593 0.05588 0.03245
729 3 4.47320 0.07937 0.02725
729 4 5.85968 0.14546 0.03265
729 5 6.04295 0.11187 0.09837
729 6 6.29168 0.14500 0.05472
729 7 8.46539 0.20370 0.17641
729 8 8.94527 0.28676 0.32758
729 9 9.05736 0.28715 0.22846
730 1 3.78266 0.03590 0.02453
730 2 3.93271 0.05227 0.02658
730 3 4.47614 0.07581 0.02414
730 4 5.86235 0.13669 0.03269
730 5 6.04013 0.11942 0.09161
730 6 6.29141 0.14209 0.05463
730 7 8.46422 0.21536 0.17238
730 8 8.94293 0.28679 0.32173
730 9 9.05841 0.28265 0.22690
731 1 2.94524 0.09693 0.00334
731 2 3.49951 0.08036 0.00802
731 3 4.16637 0.08171 0.00629
731 4 5.57941 0.11897 0.04661
731 5 6.11828 0.10823 0.16441
731 6 6.37647 0.11737 0.06602
731 7 8.61025 0.16672 0.48981
731 8 8.92482 0.13896 0.47684
731 9 9.38060 0.24579 0.14476
732 1 3.02374 0.09585 0.00386
732 2 3.56102 0.08052 0.00833
732 3 4.18061 0.07941 0.00728
732 4 5.60270 0.11972 0.04399
732 5 6.12575 0.10984 0.19904
732 6 6.36357 0.11701 0.06377
732 7 8.60233 0.17024 0.29814
732 8 8.93319 0.14083 0.52920
732 9 9.34051 0.25159 0.15351
733 1 3.10084 0.08006 0.00453
733 2 3.61736 0.08247 0.00881
733 3 4.19374 0.07771 0.00946
733 4 5.62564 0.12034 0.04196
733 5 6.13145 0.11241 0.24579
733 6 6.35200 0.11684 0.06188
733 7 8.59361 0.17517 0.28279
733 8 8.94206 0.14550 0.62458
733 9 9.30157 0.26601 0.16418
734 1 3.17639 0.07591 0.00559
734 2 3.66781 0.08719 0.00942
734 3 4.20666 0.07524 0.01175
734 4 5.64809 0.12105 0.04024
734 5 6.13528 0.11552 0.33879
734 6 6.34166 0.11852 0.05998
734 7 8.58423 0.22833 0.27336
734 8 8.95126 0.14959 0.89403
734 9 9.26389 0.29979 0.17669
735 1 3.25008 0.06079 0.00635
735 2 3.71167 0.09419 0.01356
735 3 4.22018 0.07387 0.01123
735 4 5.67003 0.12371 0.03879
735 5 6.13729 0.12195 0.33479
735 6 6.33243 0.12101 0.05899
735 7 8.57427 0.20975 0.26984
735 8 8.96080 0.15470 0.77880
735 9 9.22770 0.29717 0.19172
736 1 3.32170 0.05763 0.00632
736 2 3.74834 0.08775 0.01625
736 3 4.23517 0.07929 0.01061
736 4 5.69135 0.11895 0.03771
736 5 6.13744 0.11876 0.32888
736 6 6.32418 0.12364 0.05738
736 7 8.56396 0.23768 0.27123
736 8 8.97051 0.16066 0.53698
736 9 9.19317 0.28010 0.21004
737 1 3.39098 0.06010 0.00663
737 2 3.77747 0.08644 0.02060
737 3 4.25226 0.07846 0.01034
737 4 5.71195 0.11853 0.03663
737 5 6.13579 0.11943 0.43888
737 6 6.31684 0.12906 0.05631
737 7 8.55341 0.23670 0.27808
737 8 8.98031 0.16699 0.43602
737 9 9.16046 0.27689 0.23284
738 1 3.45769 0.06065 0.00705
738 2 3.79912 0.08425 0.02210
738 3 4.27165 0.08106 0.01013
738 4 5.73179 0.12035 0.03577
738 5 6.13237 0.12115 0.27744
738 6 6.31027 0.12146 0.05487
738 7 8.54280 0.23582 0.29095
738 8 8.99009 0.17675 0.37743
738 9 9.12970 0.27695 0.26636
739 1 3.52145 0.06176 0.00767
739 2 3.81378 0.07887 0.02002
739 3 4.29321 0.08379 0.01016
739 4 5.75077 0.12313 0.03496
739 5 6.12731 0.12332 0.22908
739 6 6.30437 0.11975 0.05401
739 7 8.53230 0.23752 0.31189
739 8 8.99974 0.18487 0.30751
739 9 9.10101 0.27744 0.30653
740 1 3.58204 0.06546 0.00840
740 2 3.82235 0.07253 0.01845
740 3 4.31641 0.07504 0.01035
740 4 5.76891 0.13159 0.03439
740 5 6.12071 0.12582 0.19746
740 6 6.29909 0.11945 0.05291
740 7 8.52202 0.24076 0.34465
740 8 9.00915 0.19429 0.29893
740 9 9.07445 0.28008 0.36622
741 1 3.63909 0.06711 0.00931
741 2 3.82592 0.06705 0.01696
741 3 4.34046 0.07336 0.01083
741 4 5.78608 0.12808 0.03377
741 5 6.11280 0.12908 0.17155
741 6 6.29435 0.12036 0.05223
741 7 8.51213 0.24310 0.39837
741 8 9.01824 0.20907 0.29136
741 9 9.05016 0.28163 0.50230
742 1 3.69224 0.07097 0.01152
742 2 3.82565 0.06933 0.01716
742 3 4.36450 0.07592 0.01153
742 4 5.80230 0.12571 0.03338
742 5 6.10374 0.13205 0.15241
742 6 6.29010 0.12239 0.05112
742 7 8.50277 0.25242 0.51216
742 8 9.02681 0.22495 0.27734
742 9 9.02813 0.27831 1.07538
743 1 3.74120 0.07186 0.01312
743 2 3.82262 0.06797 0.01917
743 3 4.38785 0.07468 0.01239
743 4 5.81747 0.12456 0.03294
743 5 6.09388 0.13305 0.12984
743 6 6.28632 0.12480 0.05058
743 7 8.49408 0.23936 0.94978
743 8 9.00846 0.27918 0.40527
743 9 9.03485 0.22990 0.24310
744 1 3.78554 0.07172 0.01760
744 2 3.81789 0.07962 0.02024
744 3 4.40977 0.08152 0.01347
744 4 5.83159 0.12508 0.03271
744 5 6.08348 0.12638 0.12575
744 6 6.28296 0.12653 0.05006
744 7 8.48614 0.20949 0.25016
744 8 8.99111 0.28143 0.38494
744 9 9.04222 0.24390 0.27795
745 1 3.81219 0.07574 0.02133
745 2 3.82493 0.07009 0.01439
745 3 4.42970 0.07227 0.01505
745 4 5.84454 0.12638 0.03245
745 5 6.07290 0.11963 0.11633
745 6 6.28005 0.12702 0.04940
745 7 8.47906 0.21656 0.21329
745 8 8.97612 0.28201 0.35827
745 9 9.04879 0.25799 0.24759
746 1 3.80628 0.07593 0.02250
746 2 3.85902 0.06229 0.01759
746 3 4.44724 0.07307 0.01750
746 4 5.85624 0.12817 0.03234
746 5 6.06252 0.11605 0.11232
746 6 6.27756 0.12851 0.04886
746 7 8.47294 0.21153 0.19345
746 8 8.96346 0.29123 0.34700
746 9 9.05454 0.27497 0.23296
747 1 3.80074 0.06327 0.02459
747 2 3.88741 0.05666 0.02114
747 3 4.46202 0.07527 0.02151
747 4 5.86649 0.13032 0.03233
747 5 6.05287 0.11531 0.11719
747 6 6.27553 0.13208 0.04858
747 7 8.46785 0.20951 0.18157
747 8 8.95312 0.29385 0.34662
747 9 9.05934 0.29984 0.22722
748 1 3.79597 0.04903 0.02596
748 2 3.90989 0.05392 0.02784
748 3 4.47377 0.08028 0.02608
748 4 5.87509 0.13300 0.03226
748 5 6.04442 0.11249 0.10328
748 6 6.27394 0.14170 0.04834
748 7 8.46380 0.20666 0.17259
748 8 8.94512 0.29371 0.32782
748 9 9.06315 0.31052 0.22321
749 1 3.79231 0.03352 0.02952
749 2 3.92611 0.05113 0.03297
749 3 4.48229 0.09922 0.02107
749 4 5.88166 0.13813 0.03233
749 5 6.03776 0.11149 0.08344
749 6 6.27277 0.14375 0.04814
749 7 8.46089 0.20467 0.16973
749 8 8.93942 0.29454 0.32109
749 9 9.06587 0.28834 0.22035
750 1 3.79004 0.03325 0.03698
750 2 3.93595 0.05088 0.02522
750 3 4.48744 0.08121 0.02014
750 4 5.88586 0.13851 0.03246
750 5 6.03347 0.11437 0.07582
750 6 6.27208 0.14125 0.04797
750 7 8.45912 0.21471 0.16627
750 8 8.93600 0.29382 0.31952
750 9 9.06755 0.28182 0.21865
751 1 3.78926 0.03308 0.03283
751 2 3.93924 0.04748 0.02394
751 3 4.48918 0.07952 0.01947
751 4 5.88726 0.13611 0.03256
751 5 6.03197 0.13383 0.07454
751 6 6.27184 0.14072 0.04790
751 7 8.45855 0.21524 0.16413
751 8 8.93486 0.29407 0.31590
751 9 9.06812 0.28049 0.21800
752 1 3.09889 0.07987 0.00451
752 2 3.62227 0.08318 0.00887
752 3 4.18894 0.07819 0.00824
752 4 5.62671 0.12026 0.04184
752 5 6.13103 0.11244 0.23847
752 6 6.35146 0.11663 0.06187
752 7 8.59397 0.17501 0.28336
752 8 8.94200 0.14563 0.62504
752 9 9.30202 0.26489 0.16372
753 1 3.17261 0.08362 0.00551
753 2 3.67791 0.08965 0.01239
753 3 4.19700 0.07581 0.00943
753 4 5.65034 0.12103 0.04009
753 5 6.13453 0.11444 0.30785
753 6 6.34046 0.11742 0.05971
753 7 8.58483 0.23372 0.27356
753 8 8.95129 0.14823 0.89440
753 9 9.26473 0.29471 0.17585
754 1 3.24471 0.06029 0.00637
754 2 3.72690 0.10185 0.01441
754 3 4.20597 0.07182 0.01260
754 4 5.67345 0.12244 0.03859
754 5 6.13627 0.11895 0.35201
754 6 6.33045 0.11925 0.05831
754 7 8.57508 0.20941 0.26930
754 8 8.96095 0.15312 0.76988
754 9 9.22881 0.30540 0.19088
755 1 3.31490 0.05783 0.00632
755 2 3.76821 0.09928 0.01773
755 3 4.21703 0.07451 0.01165
755 4 5.69597 0.12178 0.03744
755 5 6.13627 0.12161 0.38743
755 6 6.32127 0.12399 0.05640
755 7 8.56483 0.23844 0.27013
755 8 8.97090 0.15829 0.53168
755 9 9.19445 0.28630 0.20897
756 1 3.38298 0.05946 0.00659
